source_group_id,source_title,title_correction,original_table_location,surface_label,material,treatment,state,liquid,contact_angle_deg,reported_value_text,censor_type,contact_angle_type,contact_angle_std_deg,contact_angle_range,replicate_n,measurement_method,droplet_volume_uL,license,DOI,keep_reason,exclusion_reason
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 200 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,diiodomethane,51.4,51.4 +/- 2.68,none,reported contact angle; static/advancing/receding mode not specified,2.68,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 300 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,diiodomethane,40.3,40.3 +/- 1.23,none,reported contact angle; static/advancing/receding mode not specified,1.23,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 400 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,diiodomethane,33.8,33.8 +/- 2.43,none,reported contact angle; static/advancing/receding mode not specified,2.43,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, reference, before weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",ethylene glycol,58.9,58.9 +/- 1.34,none,reported contact angle; static/advancing/receding mode not specified,1.34,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 100 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,ethylene glycol,51.1,51.1 +/- 1.28,none,reported contact angle; static/advancing/receding mode not specified,1.28,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 200 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,ethylene glycol,48.2,48.2 +/- 0.84,none,reported contact angle; static/advancing/receding mode not specified,0.84,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 300 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,ethylene glycol,50.3,50.3 +/- 1.84,none,reported contact angle; static/advancing/receding mode not specified,1.84,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 400 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,ethylene glycol,40.7,40.7 +/- 3.32,none,reported contact angle; static/advancing/receding mode not specified,3.32,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","Grade I Ti control, before UV",Grade I commercially pure titanium,cleaned Ti control; no anodization; no UV treatment,before UV,water,89.2,89.2 +/- 2.1,none,equilibrium contact angle,2.1,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","Grade I Ti control, before UV",Grade I commercially pure titanium,cleaned Ti control; no anodization; no UV treatment,before UV,diiodomethane,52.1,52.1 +/- 3.4,none,equilibrium contact angle,3.4,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","Grade I Ti control, before UV",Grade I commercially pure titanium,cleaned Ti control; no anodization; no UV treatment,before UV,formamide,57.9,57.9 +/- 8,none,equilibrium contact angle,8,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","Grade I Ti control, after UV",Grade I commercially pure titanium,"cleaned Ti control; no anodization; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,water,83,83 +/- 1.7,none,equilibrium contact angle,1.7,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","Grade I Ti control, after UV",Grade I commercially pure titanium,"cleaned Ti control; no anodization; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,diiodomethane,48.1,48.1 +/- 1.6,none,equilibrium contact angle,1.6,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","Grade I Ti control, after UV",Grade I commercially pure titanium,"cleaned Ti control; no anodization; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,formamide,59.2,59.2 +/- 4.5,none,equilibrium contact angle,4.5,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 10 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,water,16.2,16.2 +/- 2.1,none,equilibrium contact angle,2.1,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 10 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,diiodomethane,9.4,9.4 +/- 1.4,none,equilibrium contact angle,1.4,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 10 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,formamide,11.3,11.3 +/- 0.6,none,equilibrium contact angle,0.6,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 15 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,water,22.4,22.4 +/- 2.6,none,equilibrium contact angle,2.6,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 15 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,diiodomethane,12.7,12.7 +/- 1.2,none,equilibrium contact angle,1.2,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 15 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,formamide,17.5,17.5 +/- 1.7,none,equilibrium contact angle,1.7,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 20 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,water,16,16 +/- 2,none,equilibrium contact angle,2,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 20 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,diiodomethane,8.9,8.9 +/- 1.9,none,equilibrium contact angle,1.9,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 20 V, before UV",TiO2 nanotube array on Grade I titanium,anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; no UV treatment,before UV,formamide,12.8,12.8 +/- 3.1,none,equilibrium contact angle,3.1,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,Direct numeric extraction from Table 4.,
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 10 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,water,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 10 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,diiodomethane,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 10 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 10 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,formamide,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 15 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,water,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 15 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,diiodomethane,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 15 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 15 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,formamide,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 20 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,water,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 20 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,diiodomethane,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC020,"The Effect of Ultraviolet Treatment on TiO2 Nanotubes: A Study of Surface Characteristics, Bacterial Adhesion, and Gingival Fibroblast Response",Corrected from the unrelated local title about anodizing treatment in various electrolytes.,"Table 4, PDF page 6; specimen preparation in Section 2.1 and measurement method in Section 2.4, PDF page 3","TiO2 nanotube 20 V, after UV",TiO2 nanotube array on Grade I titanium,"anodized at 20 V for 40 min in 0.5 vol% HF in deionized water at 22 C; UV-A 300-400 nm, 15 cm distance, 24 h",after UV,formamide,,<0.1,left_censored_lt_0.1_deg,equilibrium contact angle,,,mean of at least 6 drops per specimen,"sessile drop, KSVCAM100; images every 2 s for 20 s; Young-Laplace fit and mean of both droplet sides",not reported,CC BY 4.0,10.3390/met12010080,The source reports a left-censored value (<0.1 deg). The text is retained without conversion to a point value.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC021,Hydrophobic/Oleophilic Structures Based on MacroPorous Silicon: Effect of Topography and Fluoroalkyl Silane Functionalization on Wettability,No title correction required.,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3","MacroPSi-1, as-fabricated",macroporous p-type silicon,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%,as-fabricated,water,148.4,148.4 +/- 5.8,none,reported apparent contact angle; dynamic mode not specified,5.8,,9 measurements at 3 positions,drop-shape analysis under ambient conditions; direct tangent-angle measurement,approximately 3,CC BY 4.0,10.3390/nano11030670,Direct numeric extraction from Table 4.,
SRC021,Hydrophobic/Oleophilic Structures Based on MacroPorous Silicon: Effect of Topography and Fluoroalkyl Silane Functionalization on Wettability,No title correction required.,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3","MacroPSi-1, as-fabricated",macroporous p-type silicon,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%,as-fabricated,ethylene glycol,13.7,13.7 +/- 2.8,none,reported apparent contact angle; dynamic mode not specified,2.8,,9 measurements at 3 positions,drop-shape analysis under ambient conditions; direct tangent-angle measurement,approximately 3,CC BY 4.0,10.3390/nano11030670,Direct numeric extraction from Table 4.,
SRC021,Hydrophobic/Oleophilic Structures Based on MacroPorous Silicon: Effect of Topography and Fluoroalkyl Silane Functionalization on Wettability,No title correction required.,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3","MacroPSi-1, as-fabricated",macroporous p-type silicon,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%,as-fabricated,diiodomethane,,<10,left_censored_lt_10_deg,reported apparent contact angle; dynamic mode not specified,,,9 measurements at 3 positions,drop-shape analysis under ambient conditions; direct tangent-angle measurement,approximately 3,CC BY 4.0,10.3390/nano11030670,The source reports a left-censored value (<10 deg); retained as text without conversion to 10.0 or 10.1.,Exclude from point-valued model training unless the ingestion and loss are explicitly censor-aware.
SRC021,Hydrophobic/Oleophilic Structures Based on MacroPorous Silicon: Effect of Topography and Fluoroalkyl Silane Functionalization on Wettability,No title correction required.,"Table 4, PDF page 8; sample metadata in Table 1, PDF page 4; measurement method in Section 2.4, PDF page 3","MacroPSi-1, as-fabricated",macroporous p-type silicon,p-type Si anodized for 90 min in HF:DMF 1:3; wafer resistivity 6.2 ohm cm; current density 10 mA/cm2; surface porosity 74.9 +/- 6.5%,as-fabricated,formamide,88,88 +/- 0.7,none,reported apparent contact angle; dynamic mode not specified,0.7,,9 measurements at 3 positions,drop-shape analysis under ambient conditions; direct tangent-angle measurement,approximately 3,CC BY 4.0,10.3390/nano11030670,Direct numeric extraction from Table 4.,
